Date,Open,High,Low,Close,Volume
2023-02-16,152.7021756,155.243745,154.5971474,154.1810227,1206087
2023-02-17,153.8326667,155.2269547,152.7151519,153.9249244,1183246
2023-02-18,153.9614324,154.2239394,160.1735645,156.1196454,1152033
2023-02-19,154.1384126,156.0806377,152.5236958,154.247582,1127765
2023-02-20,152.3642316,153.3587426,152.4310111,152.7179951,1153495
2023-02-21,152.7007437,154.0672883,157.2383901,154.6688074,1145870
2023-02-22,153.4789834,154.1599356,154.0742422,153.9043871,1108951
2023-02-23,155.2125013,155.3892976,154.6664498,155.0894162,1132599
2023-02-24,156.2065213,157.5716768,157.4219717,157.0667233,1087463
2023-02-25,155.19057,156.321822,152.8723329,154.7949083,1119543
2023-02-26,156.2238963,158.7649433,157.8388426,157.6092274,1124595
2023-02-27,155.5585435,152.67769,156.8194348,155.0185561,1109472
2023-02-28,155.8219512,157.3973002,152.888125,155.3691255,1102707
2023-03-01,155.3926601,156.8455409,158.3323577,156.8568529,1064816
2023-03-02,154.7433449,159.1655843,152.0179698,155.3089663,1113031
2023-03-03,153.0788936,152.9023375,155.5160106,153.8324139,1081565
2023-03-04,151.3819565,152.5849325,155.5287651,153.165218,1082326
2023-03-05,149.0661689,151.316181,153.0528823,151.1450774,1128133
2023-03-06,149.5198525,151.0088254,146.4443928,148.9910236,1161705
2023-03-07,146.7939741,146.1346131,145.2771859,146.068591,1145331
2023-03-08,145.112921,141.6153906,143.9607496,143.5630204,1152745
2023-03-09,143.1836393,143.349541,141.4623133,142.6651645,1145068
2023-03-10,143.1521435,144.0353035,142.5627002,143.250049,1160332
2023-03-11,141.7582947,142.1432473,141.5639544,141.8218321,1210314
2023-03-12,143.3608464,142.4549882,141.6057532,142.4738626,1177206
2023-03-13,143.0795393,140.8514106,144.5419007,142.8242835,1127906
2023-03-14,145.7614123,146.1035771,147.8184902,146.5611599,1130627
2023-03-15,143.5287296,142.1461,143.1807078,142.9518458,1118768
2023-03-16,143.9167692,143.6926311,144.5063893,144.0385965,1145562
2023-03-17,143.7476272,141.4893955,144.0495637,143.0955288,1132560
2023-03-18,143.4165618,145.9236364,144.1085076,144.4829019,1157090
2023-03-19,144.2766967,143.8660225,143.9167745,144.0198312,1125657
2023-03-20,143.1698026,141.9665339,140.4958859,141.8774075,1131548
2023-03-21,143.9508128,143.0819162,145.4669222,144.1665504,1107805
2023-03-22,144.8693144,151.4922807,146.3838514,147.5818155,1137070
2023-03-23,145.6984888,147.2498144,145.3819537,146.1100856,1101129
2023-03-24,143.899005,143.1769273,146.1102298,144.3953874,1101399
2023-03-25,142.9399966,142.5324629,145.6302365,143.7008986,1054475
2023-03-26,142.0750821,141.5206968,143.6708763,142.4222184,1005670
2023-03-27,139.9177983,140.3686629,144.0512576,141.4459063,963373
2023-03-28,143.0554965,143.0659048,140.7276148,142.2830054,963852
2023-03-29,141.1468105,139.9622724,145.9755896,142.3615575,926298
2023-03-30,141.7118362,140.6693457,143.0616077,141.8142632,946821
2023-03-31,140.9396718,140.8822473,141.6265381,141.1494858,920444
2023-04-01,142.0105257,145.9822412,143.9260834,143.9729501,883329
2023-04-02,143.0668482,147.0418777,142.0713787,144.0600349,906675
2023-04-03,143.5723179,145.516231,141.5247432,143.5377641,952734
2023-04-04,146.0641102,146.6648245,149.3645734,147.3645027,968319
2023-04-05,145.0261506,140.9496216,145.2552503,143.7436742,988936
2023-04-06,144.4453235,145.6752795,140.2302937,143.4502989,1031215
2023-04-07,146.8066648,147.136121,150.3123214,148.0850357,1067830
2023-04-08,148.836237,151.0887713,143.7574629,147.8941571,1090914
2023-04-09,148.928886,148.9246989,147.7449036,148.5328295,1126368
2023-04-10,147.7428272,151.6700361,146.4332703,148.6153779,1171703
2023-04-11,146.7573504,147.9619159,144.9576137,146.55896,1189114
2023-04-12,148.2999994,150.0281422,150.5126922,149.6136113,1190354
2023-04-13,146.9961487,145.4769461,145.1752089,145.8827679,1232462
2023-04-14,147.764313,150.2333519,145.7299915,147.9092188,1202416
2023-04-15,149.3887834,148.1035746,148.7388678,148.7437419,1250259
2023-04-16,150.9091287,154.1309651,151.7425562,152.2608833,1253120
2023-04-17,155.7056649,158.8544805,156.7426816,157.1009423,1248365
2023-04-18,154.1027143,155.2111299,152.5821467,153.9653303,1213472
2023-04-19,155.484516,154.1362851,153.080416,154.233739,1181569
2023-04-20,155.80276,153.295066,155.7234097,154.9404119,1154562
2023-04-21,155.4010596,153.1411337,153.9804796,154.1742243,1136753
2023-04-22,153.3519199,154.9741973,155.922109,154.7494088,1161458
2023-04-23,154.2460929,157.7033816,155.4972144,155.815563,1172167
2023-04-24,153.8640703,152.2135412,152.9464673,153.0080262,1179844
2023-04-25,153.601604,157.2130012,155.1592848,155.32463,1220812
2023-04-26,153.0894364,151.6932941,154.1837119,152.9888141,1218636
2023-04-27,152.6051169,155.5172463,151.929082,153.3504817,1200554
2023-04-28,156.7392628,159.9361052,155.5242639,157.3998773,1193055
2023-04-29,159.2176614,159.0047145,155.2868163,157.8363974,1193200
2023-04-30,160.3209623,160.174567,159.0022907,159.8326067,1182043
2023-05-01,162.8982192,158.1950643,162.6781667,161.2571501,1218614
2023-05-02,164.965128,163.5331535,167.3206404,165.272974,1228025
2023-05-03,167.8910382,166.62506,168.040714,167.5189374,1247935
2023-05-04,167.6144762,168.4152796,168.0396137,168.0231232,1289205
2023-05-05,167.6437824,168.2033875,167.7647912,167.8706537,1298024
2023-05-06,165.9764624,168.4826647,166.7834087,167.0808453,1341726
2023-05-07,166.417171,165.9422269,165.7600895,166.0398291,1350986
2023-05-08,166.0996951,166.6035467,167.4662387,166.7231602,1359520
2023-05-09,166.0623911,167.810537,163.116305,165.6630777,1374151
2023-05-10,168.5803064,167.6033117,168.7552758,168.3129647,1409541
2023-05-11,168.7044517,167.0782596,168.5122862,168.0983325,1403850
2023-05-12,167.3999605,169.0890833,166.0066009,167.4985482,1418174
2023-05-13,167.7210449,167.7666074,166.6066879,167.36478,1433554
2023-05-14,167.6556781,168.4030084,167.5646463,167.8744443,1445570
2023-05-15,166.888765,166.2187597,165.4404758,166.1826668,1467209
2023-05-16,166.4755044,164.2312396,167.7723016,166.1596819,1505737
2023-05-17,163.5940125,161.436673,160.7034972,161.9113942,1489960
2023-05-18,162.0569624,163.1075458,159.8362462,161.6669181,1502567
2023-05-19,161.1852165,164.1804153,161.5525494,162.3060604,1465084
2023-05-20,160.401785,159.1293292,160.4310212,159.9873785,1448269
2023-05-21,159.6467694,158.9563341,160.9067956,159.836633,1445272
2023-05-22,160.0147906,158.0503924,160.6893192,159.5848341,1487297
2023-05-23,161.5468596,162.3009355,160.4910078,161.4462676,1513613
2023-05-24,161.7048887,162.1690048,159.1349574,161.0029503,1488610
2023-05-25,163.8004232,164.0625741,163.2199577,163.6943184,1495835
2023-05-26,163.5393496,167.428453,160.8680932,163.9452986,1454167
2023-05-27,163.9937163,164.5449608,162.7005554,163.7464108,1422054
2023-05-28,162.9337546,163.3653753,164.1935608,163.4975636,1448386
2023-05-29,160.9791085,161.5909542,164.91568,162.4952475,1465401
2023-05-30,162.4007691,165.1648676,163.8392875,163.8016414,1503911
2023-05-31,163.5949534,163.8069759,165.9080115,164.4366469,1517573
2023-06-01,162.7321388,161.3805424,164.5745399,162.8957404,1507534
2023-06-02,164.5164476,164.451813,169.0619339,166.0100649,1496003
2023-06-03,163.4560005,165.0682863,160.2922336,162.9388402,1530329
2023-06-04,165.4300224,165.6483081,164.0475078,165.0419461,1571122
2023-06-05,165.7111284,166.1921474,166.4766022,166.126626,1546621
2023-06-06,163.8050731,165.325639,163.3575325,164.1627482,1593473
2023-06-07,164.0287294,165.8461935,165.6944675,165.1897968,1635508
2023-06-08,161.9074219,160.4042639,159.673014,160.6615666,1631089
2023-06-09,160.4284696,159.0556003,156.3853481,158.6231393,1673605
2023-06-10,161.0413678,162.0396562,164.8194354,162.6334865,1711502
2023-06-11,160.0554435,162.8976052,159.1944977,160.7158488,1673927
2023-06-12,162.6618909,160.6145467,161.3862686,161.5542354,1660329
2023-06-13,163.3972534,166.4397795,160.2758263,163.3709531,1696032
2023-06-14,166.0361367,163.1882287,165.5816204,164.9353286,1725433
2023-06-15,164.5208078,163.7639051,166.1177458,164.8008196,1733269
2023-06-16,166.1799842,165.325719,167.2144764,166.2400599,1689641
2023-06-17,168.0352877,168.8008233,175.3653017,170.7338042,1739042
2023-06-18,166.8517899,166.1545928,169.7488135,167.5850654,1753244
2023-06-19,166.2559828,163.5599125,164.7398573,164.8519175,1717850
2023-06-20,167.0247798,168.9024389,168.5568499,168.1613562,1761397
2023-06-21,164.9258779,163.8279193,168.1981516,165.6506496,1724531
2023-06-22,161.2717687,161.5213307,160.9838606,161.2589866,1701867
2023-06-23,158.965176,158.6740914,159.3481276,158.9957983,1652594
2023-06-24,160.3900282,159.7210152,161.0300153,160.3803529,1693240
2023-06-25,159.3332034,160.6420819,158.2883447,159.42121,1664493
2023-06-26,159.3627085,161.290553,157.8657887,159.50635,1642356
2023-06-27,158.9965396,159.4720161,160.2114938,159.5600165,1660928
2023-06-28,159.33051,157.5095995,159.9093776,158.9164957,1673555
2023-06-29,161.4279455,163.2814003,161.2466489,161.9853315,1665126
2023-06-30,162.3746677,162.7826677,164.3965088,163.1846147,1645719
2023-07-01,161.2960781,162.0118013,159.0468552,160.7849116,1641156
2023-07-02,160.4637232,161.3311687,157.5750845,159.7899921,1615694
2023-07-03,160.152608,161.4976382,158.2800157,159.976754,1634746
2023-07-04,159.6897264,154.4335245,159.5144587,157.8792365,1609409
2023-07-05,158.8260688,158.6017815,160.4940884,159.3073129,1615501
2023-07-06,159.4450687,157.7678595,161.7914078,159.668112,1661313
2023-07-07,159.1484572,159.1810328,159.4877005,159.2723968,1670563
2023-07-08,156.1738075,156.0536149,155.153908,155.7937768,1705438
2023-07-09,155.2545291,157.4368202,153.1221969,155.2711821,1742082
2023-07-10,155.6029665,157.262512,154.9184424,155.9279736,1720986
2023-07-11,154.8840787,153.7204039,156.4523083,155.0189303,1729908
2023-07-12,154.9016087,154.6221248,154.5536182,154.6924505,1724509
2023-07-13,154.9316201,156.9051553,154.5511051,155.4626268,1732907
2023-07-14,156.8607522,160.1398349,157.2031365,158.0679078,1741989
2023-07-15,154.0265829,155.4952217,154.4669594,154.6629213,1782859
2023-07-16,153.2989248,151.639488,151.4556903,152.1313677,1780041
2023-07-17,151.9846656,148.4943643,151.4032242,150.627418,1730222
2023-07-18,153.6934142,153.257764,156.0964771,154.3492184,1688896
2023-07-19,153.5002453,152.4774439,154.2935263,153.4237385,1672897
2023-07-20,155.4704518,153.5330072,152.310034,153.7711643,1643336
2023-07-21,156.2779488,155.3123268,157.1009546,156.2304101,1684419
2023-07-22,153.8843184,156.9481581,155.8487741,155.5604169,1666963
2023-07-23,154.7938712,156.7186137,154.970852,155.4944457,1694227
2023-07-24,153.7324498,150.6675309,154.6548672,153.0182826,1734698
2023-07-25,151.2869171,149.1219551,151.8697603,150.7595442,1689458
2023-07-26,151.9311612,151.1438796,151.5300699,151.5350369,1700420
2023-07-27,150.2446154,148.8206799,148.4325355,149.1659436,1654724
2023-07-28,150.2687184,150.0116816,149.6689456,149.9831152,1679793
2023-07-29,149.3643083,144.7169556,147.2045538,147.0952726,1715928
2023-07-30,150.1200617,149.8501484,147.1360518,149.0354207,1712469
2023-07-31,148.9809368,147.7486209,145.1960037,147.3085205,1712738
2023-08-01,149.6136307,153.7079125,147.3014049,150.2076494,1701567
2023-08-02,150.0756232,145.9345341,151.4646427,149.1582667,1712263
2023-08-03,149.5371419,149.5408898,148.5190452,149.1990256,1691189
2023-08-04,148.8166152,146.7397951,150.8789749,148.8117951,1714493
2023-08-05,147.1980062,150.5418362,150.4282917,149.389378,1667992
2023-08-06,146.0184992,148.7204068,146.4847976,147.0745679,1711152
2023-08-07,146.3388895,144.7548762,145.3354781,145.4764146,1738561
2023-08-08,144.4303353,144.6578808,145.7402592,144.9428251,1727065
2023-08-09,145.1290706,144.2352072,143.3702608,144.2448462,1701771
2023-08-10,144.7257148,145.8973858,141.8138342,144.1456449,1725099
2023-08-11,144.6722761,146.4919826,147.3790947,146.1811178,1686744
2023-08-12,142.7203207,144.5416752,140.7559224,142.6726394,1686353
2023-08-13,140.4489344,139.8138117,138.5471678,139.6033046,1686290
2023-08-14,141.5498636,142.5351364,140.816966,141.6339887,1650807
2023-08-15,140.587565,141.6576171,141.7806926,141.3419582,1649398
2023-08-16,142.3081314,144.927963,141.7614263,142.9991735,1631498
2023-08-17,143.8700593,143.7512271,143.8996196,143.840302,1622856
2023-08-18,142.0983796,140.9956803,141.0549767,141.3830122,1660568
2023-08-19,142.4152339,141.2400234,145.43764,143.0309658,1649660
2023-08-20,143.4323599,145.0469933,144.2350714,144.2381415,1650895
2023-08-21,144.4002256,141.9973962,144.9687198,143.7887805,1606957
2023-08-22,142.260384,140.4767897,142.1688653,141.6353463,1613407
2023-08-23,141.3893022,139.272456,139.2619101,139.9745561,1647337
2023-08-24,142.2394571,142.3298517,142.8253307,142.4648799,1652986
2023-08-25,141.0916503,140.8353665,140.0716502,140.6662223,1606750
2023-08-26,142.4416062,143.8042872,140.4836659,142.2431864,1610174
2023-08-27,140.6813905,142.4856323,137.8982096,140.3550775,1595915
2023-08-28,142.7673436,142.067279,142.5518224,142.4621483,1624939
2023-08-29,144.0911578,144.7405265,145.7399464,144.8572102,1627318
2023-08-30,142.3347585,146.6868981,143.1892154,144.0702907,1672178
2023-08-31,144.1882561,145.5532858,143.8486468,144.5300629,1716129
2023-09-01,146.1187799,146.8913313,146.1999058,146.403339,1763038
2023-09-02,145.8389582,151.0207566,146.7531546,147.8709565,1743795
2023-09-03,145.132856,143.0836158,144.6699033,144.2954583,1731962
2023-09-04,146.2126534,146.2230333,145.2868707,145.9075191,1697475
2023-09-05,145.3591532,143.9905042,141.5447242,143.6314605,1745522
2023-09-06,147.3070833,143.3458955,146.4260108,145.6929965,1768972
2023-09-07,150.4091493,150.5932832,153.0004355,151.3342893,1724734
2023-09-08,152.6293467,152.134229,152.4329552,152.3988436,1774190
2023-09-09,151.7195418,153.1104587,152.6445361,152.4915122,1822513
2023-09-10,151.1154862,148.2952112,154.5292792,151.3133255,1870457
2023-09-11,150.9027263,148.8057916,152.579949,150.7628223,1851030
2023-09-12,151.5247548,153.2648825,153.8403815,152.8766729,1881600
2023-09-13,150.8534569,148.5171082,146.8964775,148.7556808,1905434
2023-09-14,152.0843645,151.9366654,151.0891309,151.7033869,1895681
2023-09-15,151.8901917,152.5647148,150.2943524,151.5830863,1878627
2023-09-16,152.7221621,153.6547542,149.7951523,152.0573562,1867648
2023-09-17,154.8658972,154.4383217,154.6966286,154.6669492,1906756
2023-09-18,156.6492558,158.2531434,155.4280801,156.7768264,1950313
2023-09-19,155.2793618,156.7154996,155.2450934,155.7466516,1922166
2023-09-20,154.0404822,153.1353558,157.9839058,155.053248,1940142
2023-09-21,153.2345154,150.4460013,155.4224458,153.0343208,1909420
2023-09-22,153.2457215,153.5270363,150.9478044,152.5735207,1867494
2023-09-23,154.842978,157.7183203,159.3157217,157.29234,1900950
2023-09-24,152.9938645,154.068943,152.5734758,153.2120944,1894100
2023-09-25,153.1627866,151.019391,152.9239657,152.3687144,1899815
2023-09-26,153.8447482,153.7813253,152.8958166,153.5072967,1938889
2023-09-27,154.8133568,154.3776914,157.8441979,155.6784154,1966672
2023-09-28,158.1152178,156.0208395,156.9535695,157.0298756,1972264
2023-09-29,156.0222472,155.7127053,155.1174442,155.6174656,1957153
2023-09-30,155.8770391,152.9234346,156.1345898,154.9783545,1943670
2023-10-01,155.8331615,155.9450589,158.0694312,156.6158839,1927131
2023-10-02,156.2406646,157.0204963,155.4605722,156.2405777,1935488
2023-10-03,157.6751411,157.7900569,157.7939428,157.7530469,1969366
2023-10-04,158.0541468,157.7640587,157.8981836,157.905463,1941371
2023-10-05,157.6700096,155.7065232,156.278595,156.5517093,1949318
2023-10-06,159.7312745,157.8954396,162.3766222,160.0011121,1973206
2023-10-07,160.1455948,157.9640576,159.0123166,159.0406563,1950181
2023-10-08,162.3558849,158.7781584,164.5906279,161.9082237,1919924
2023-10-09,158.6907153,160.2411388,159.2865911,159.4061484,1934198
2023-10-10,162.0058158,161.3630698,163.6816935,162.350193,1981187
2023-10-11,163.1672387,164.3374018,166.347857,164.6174992,1933160
2023-10-12,162.4421814,158.1482078,160.3218919,160.3040937,1912227
2023-10-13,161.5388353,161.9995765,160.1180355,161.2188158,1897985
2023-10-14,160.73044,160.62499,156.7276125,159.3610142,1849264
2023-10-15,159.7211339,164.8120715,155.8765223,160.1365759,1893391
2023-10-16,160.0965926,159.0665659,160.9933504,160.0521696,1843868
2023-10-17,160.6879862,160.2706593,160.1623127,160.3736527,1888816
2023-10-18,160.9240305,160.9113552,162.1291529,161.3215128,1902286
2023-10-19,158.7470153,161.5639193,157.0858621,159.1322656,1870243
2023-10-20,160.8307568,160.6740058,160.7865575,160.7637734,1902359
2023-10-21,161.6309895,162.68515,160.9458326,161.7539907,1919415
2023-10-22,163.8766319,162.3911341,164.3894422,163.5524028,1919475
2023-10-23,165.6782043,165.0764685,166.6510464,165.8019064,1931664
2023-10-24,169.7686278,170.114825,174.094746,171.3260663,1930146
2023-10-25,171.0543415,173.861477,170.8606455,171.925488,1928648
2023-10-26,169.8938935,170.0066535,171.3018371,170.4007947,1946677
2023-10-27,171.91867,171.8991951,174.7463177,172.8547276,1995610
2023-10-28,172.7070557,173.4143481,175.903436,174.0082799,2022582
2023-10-29,172.7316868,173.0053012,170.8003727,172.1791202,2048679
2023-10-30,171.5034373,170.1435656,174.0117752,171.8862593,2086870
2023-10-31,173.032819,174.4307711,174.6666012,174.0433971,2063466
2023-11-01,173.5910656,173.2566146,170.9869536,172.6115446,2092573
2023-11-02,173.6612936,174.4833392,171.0587008,173.0677779,2085628
2023-11-03,176.6603736,175.2070601,179.8027379,177.2233906,2109320
2023-11-04,174.1764499,176.8135596,173.4160914,174.8020336,2072705
2023-11-05,173.8517264,176.4949369,173.1349763,174.4938799,2061966
2023-11-06,173.6308781,171.8285474,173.5051559,172.9881938,2078527
2023-11-07,176.5318359,175.4222629,176.5450005,176.1663664,2042575
2023-11-08,173.076654,172.8878897,173.5346156,173.1663864,1995498
2023-11-09,172.5578346,172.5908401,167.9663681,171.0383476,1951982
2023-11-10,173.5245523,173.2701047,175.2637277,174.0194616,1939836
2023-11-11,173.1626069,168.3213468,173.0776284,171.5205274,1947941
2023-11-12,171.7574732,171.2975277,171.333252,171.462751,1966523
2023-11-13,169.6639437,169.29456,168.0764876,169.0116638,1920469
2023-11-14,168.0375252,170.9213948,169.6926525,169.5505242,1942860
2023-11-15,169.7885737,169.7092477,167.8603708,169.1193974,1938769
2023-11-16,171.770865,175.4966088,171.0376529,172.7683756,1915074
2023-11-17,170.23834,168.5385815,171.7282047,170.1683754,1961365
2023-11-18,172.3644451,171.7466663,173.1144849,172.4085321,1947545
2023-11-19,173.3999718,174.994543,171.9507042,173.4484063,1956257
2023-11-20,173.7226589,171.6043477,174.2392291,173.1887453,1907160
2023-11-21,171.7508451,176.8001891,172.1899476,173.5803273,1956578
2023-11-22,170.7628891,170.7937324,169.7266258,170.4277491,1969126
2023-11-23,172.2148639,171.2674488,170.9204744,171.4675957,1939643
2023-11-24,171.7154773,174.2424631,166.6525304,170.8701569,1958429
2023-11-25,172.9029289,173.3067724,174.112704,173.4408018,1956345
2023-11-26,174.5947223,176.3526919,177.2938453,176.0804198,1913210
2023-11-27,177.2722367,177.2540926,176.6102343,177.0455212,1882578
2023-11-28,179.017316,181.6565273,181.0791937,180.5843457,1902846
2023-11-29,178.9063467,181.9136003,176.8332288,179.2177253,1943923
2023-11-30,179.8260235,179.2247204,178.6704838,179.2404092,1975569
2023-12-01,180.1637785,179.4866316,182.1979879,180.6161327,1925998
2023-12-02,179.6711979,175.6764407,176.5646917,177.3041101,1923912
2023-12-03,181.9346468,180.3748084,181.7947583,181.3680712,1900554
2023-12-04,179.8649365,178.4653376,179.2202098,179.1834947,1929233
2023-12-05,178.6020358,175.6585198,178.885485,177.7153469,1907049
2023-12-06,179.6063791,177.6297551,178.8825218,178.7062186,1952891
2023-12-07,180.4957361,178.888451,180.3756572,179.9199481,1920842
2023-12-08,180.5985507,179.7790947,181.4001404,180.5925953,1905125
2023-12-09,180.9012488,183.4404284,185.0097345,183.1171373,1941894
2023-12-10,180.5007616,181.840435,176.6769509,179.6727158,1972561
2023-12-11,180.5171205,179.6253982,182.9247947,181.0224378,1948969
2023-12-12,179.7705387,178.4795276,182.2651856,180.1717506,1910549
2023-12-13,179.9411605,177.937303,177.5051839,178.4612158,1941242
2023-12-14,176.639773,177.9032366,178.8302774,177.7910957,1984820
2023-12-15,173.284672,170.4248299,171.440842,171.7167813,1951385
2023-12-16,171.1278481,171.7518376,170.3714575,171.0837144,1955832
2023-12-17,170.2209923,170.8765409,170.0410921,170.3795418,1966769
2023-12-18,169.9351562,171.8708223,167.9155442,169.9071742,2006856
2023-12-19,169.499822,170.8642556,175.9369129,172.1003302,1984284
2023-12-20,167.4881186,165.1208674,167.4171981,166.6753947,1947562
2023-12-21,167.7050103,167.0927789,166.3357926,167.0445272,1925339
2023-12-22,166.2873072,160.9231432,161.6218755,162.9441086,1905031
2023-12-23,165.8973771,168.7366884,165.2121401,166.6154019,1860774
2023-12-24,165.4207075,166.7617635,166.0831101,166.088527,1810952
2023-12-25,166.8186117,166.8303928,168.2225275,167.2905106,1792566
2023-12-26,166.3427268,163.6686425,170.5176408,166.8430034,1816896
2023-12-27,164.7308039,165.4260085,166.2698843,165.4755656,1767451
2023-12-28,165.0879871,166.8917381,165.0214135,165.6670462,1752218
2023-12-29,164.4448101,164.4329524,166.9198824,165.2658816,1778624
2023-12-30,163.3383497,164.0466007,161.8695267,163.0848257,1770098
2023-12-31,163.5153887,160.2078758,162.2581855,161.9938167,1765219
2024-01-01,162.8441616,163.6346458,163.5872329,163.3553468,1766207
2024-01-02,163.8369886,161.8686187,162.3626825,162.68943,1741676
2024-01-03,165.9598135,166.8411772,167.4116109,166.7375339,1753051
2024-01-04,165.1481908,159.8744896,163.1679922,162.7302242,1729099
2024-01-05,165.7538338,167.5011711,166.7108237,166.6552762,1750730
2024-01-06,167.2968527,167.8896191,169.0185155,168.0683291,1734001
2024-01-07,168.930549,168.251857,169.4960602,168.8928221,1720777
2024-01-08,169.5363101,169.3769032,166.7527075,168.5553069,1742240
2024-01-09,169.1133481,167.1595936,168.4743975,168.2491131,1714317
2024-01-10,167.5885862,165.448877,169.7090903,167.5821845,1701299
2024-01-11,168.9458544,170.797753,170.5743197,170.1059757,1658867
2024-01-12,171.7167336,176.471709,170.9409296,173.0431241,1652123
2024-01-13,171.6157916,171.8706367,170.7701765,171.4188682,1693901
2024-01-14,173.7336077,174.777257,175.8837657,174.7982101,1703795
2024-01-15,173.3935923,175.7692905,175.6320302,174.9316377,1703551
2024-01-16,173.3062168,178.200766,171.0693147,174.1920992,1731410
2024-01-17,171.3760598,174.3838325,172.0697119,172.6098681,1688905
2024-01-18,171.2961163,168.6373458,173.1172844,171.0169155,1659252
2024-01-19,170.6104701,167.6084522,168.2355038,168.818142,1641640
2024-01-20,171.3806025,168.1284209,172.2576091,170.5888775,1604330
2024-01-21,170.6761959,169.4697479,172.3578464,170.8345967,1638102
2024-01-22,172.018766,175.4716691,173.8598447,173.7834266,1590940
2024-01-23,172.5751645,171.2091588,173.4182505,172.4008579,1608732
2024-01-24,171.1855919,170.7817288,169.4507618,170.4726942,1599595
2024-01-25,172.74001,170.4339445,168.4050039,170.5263195,1586533
2024-01-26,171.2437658,171.520107,169.5416183,170.768497,1604702
2024-01-27,170.8566085,174.8235752,170.1939271,171.9580369,1574216
2024-01-28,171.2001919,169.7148161,170.0983418,170.3377832,1603710
2024-01-29,171.729507,172.3373845,173.9728578,172.6799164,1579128
2024-01-30,174.0726116,171.6913506,175.1313626,173.6317749,1544674
2024-01-31,173.6312636,171.286956,172.2544366,172.3908854,1530586
2024-02-01,173.6182409,174.1109345,173.0465544,173.5919099,1493378
2024-02-02,174.9055406,176.7517855,175.0350179,175.5641147,1527430
2024-02-03,179.3925663,178.4281582,180.0613888,179.2940378,1510658
2024-02-04,178.8449308,177.9982765,178.375014,178.4060738,1521530
2024-02-05,179.1020083,179.5909389,179.0203238,179.237757,1515135
2024-02-06,177.571071,177.9888562,176.2401749,177.2667007,1509874
2024-02-07,179.0826638,178.8565602,181.4929677,179.8107306,1496278
2024-02-08,182.6983232,182.8351493,183.5013492,183.0116072,1483404
2024-02-09,182.6418988,185.0079228,182.1145418,183.2547878,1459931
2024-02-10,183.337991,183.7942156,182.2128648,183.1150238,1438461
2024-02-11,185.7170504,180.2199361,181.8140352,182.5836739,1443657
2024-02-12,183.4033103,182.1854001,185.611327,183.7333458,1406519
2024-02-13,180.3340318,180.4017264,183.2780171,181.3379251,1446397
2024-02-14,180.8589327,179.4217943,180.6620309,180.3142527,1433233
